HA_segID,RBS_23SLN,RBS_26SLN,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,multi_23,multi_26
MW105016,-39.73452595,-39.13222621,-21.31127,-26.12741,-45.32591,-45.67486,846.7932108,1022.423718
MT510075,-37.64375137,-37.88062374,-20.67588,-26.43346,-45.33004,-45.68822,778.3176861,1001.315952
EPI657826,-37.51087498,-40.23277433,-19.02762,-24.58238,-45.07771,-45.45925,713.742675,989.017347
KY005855,-37.65880371,-39.86996511,-21.74338,-26.31251,-45.18708,-45.56828,818.8296794,1049.078856
EPI687154,-37.87373995,-39.89953796,-20.92674,-25.88992,-45.08089,-45.46044,792.5739088,1032.995846
EPI657514,-38.08733527,-38.82187392,-20.13199,-25.21151,-45.00051,-45.36447,766.7738528,978.7580626
EPI958882,-36.70398298,-40.76187719,-20.78016,-25.85006,-45.2786,-45.65173,762.714639,1053.696971
EPI550752,-38.14910932,-39.74783481,-20.51324,-25.493,-45.16841,-45.54903,782.5618353,1013.291553
EPI687704,-37.79171266,-40.15859896,-20.92674,-25.88992,-45.08089,-45.46044,790.857345,1039.702914
MT510064,-38.51882694,-38.84772527,-20.89844,-26.02047,-45.31094,-45.66958,804.9833937,1010.83607
EPI895118,-37.7087748,-39.80305601,-20.62713,-25.76142,-45.30775,-45.66511,777.8237999,1025.383243
EPI760097,-37.6440995,-40.83149539,-20.53624,-25.6586,-45.18835,-45.54732,773.0682619,1047.679008
MN128689,-37.55642762,-40.69009481,-20.6452,-25.77874,-45.30773,-45.66511,775.3599595,1048.939375
EPI661559,-38.3092163,-38.71713377,-20.46994,-25.59706,-45.0032,-45.39222,784.1873591,991.0447961
EPI658695,-40.13486812,-39.64257852,-20.22353,-25.35309,-45.00723,-45.38686,811.6687095,1005.061861
MK812971,-37.78923261,-38.08990951,-20.85523,-26.00128,-45.31356,-45.67243,788.1031376,990.3864023
MK849831,-37.78923261,-38.08990951,-21.01091,-26.03704,-45.31332,-45.67217,793.9861653,991.7484975
MK849867,-37.78923261,-38.08990951,-20.89968,-26.02198,-45.31367,-45.67255,789.782869,991.1748635
EPI3268683,-38.67994858,-38.75254242,-20.87052,-25.92146,-45.5794,-45.92897,807.2706404,1004.522478
EPI645049,-37.6092157,-40.89518213,-24.05302,-22.62583,-34.19315,-33.11474,904.6152174,925.2874387
EPI691378,-38.418328,-39.9689125,-20.65322,-25.83769,-45.30464,-45.66217,793.4621802,1032.704371
LC279840,-38.10655912,-39.59531017,-20.68269,-25.72495,-45.31473,-45.66439,788.1461492,1018.587374
EPI671717,-38.44528645,-39.74970657,-20.7334,-25.82204,-45.31077,-45.68311,797.1015021,1026.418513
EPI839147,-38.44528645,-39.74970657,-20.49606,-25.47726,-45.16684,-45.54843,787.9768978,1012.713609
EPI602477,-38.44528645,-39.74970657,-20.55651,-25.65947,-45.18958,-45.54803,790.3009154,1019.956403
EPI681296,-38.44528645,-39.74970657,-20.50597,-25.52266,-45.16474,-45.54834,788.3578906,1014.518246
KP090447,-38.44528645,-39.74970657,-20.7398,-25.88422,-45.30422,-45.67623,797.3475519,1028.89015
MW104784,-40.42352941,-39.96429355,-20.7845,-25.92625,-45.57674,-45.92654,840.182847,1036.124266
MW102528,-38.03308867,-42.49045956,-20.88109,-26.00389,-45.47127,-45.9119,794.1723475,1104.917236
MW097219,-38.06111917,-42.54993675,-21.53271,-26.8402,-45.85738,-46.26496,819.5590414,1142.048812
EPI895119,-37.58540133,-40.65182087,-20.99676,-25.4857,-45.30233,-45.6803,789.1716512,1036.040111
MT510089,-38.32309115,-42.83390237,-20.87369,-25.99697,-45.46648,-45.91071,799.9443245,1113.551675
EPI589835,-37.30173853,-39.99199492,-31.56881,-22.42366,-29.97908,-26.40295,1177.571496,896.7668968
EPI620573,-36.61048215,-41.32737479,-26.1325,-22.00038,-37.59264,-32.30812,956.7234248,909.2179498
EPI485818,-36.51098908,-41.27101944,-20.19286,-28.55579,-32.96973,-33.1396,737.261291,1178.526564
CY014393,-36.54370465,-41.31672638,-19.89557,-28.37895,-32.96884,-33.14109,727.0578339,1172.525312
EPI1377676,-36.54370465,-41.31672638,-19.93748,-28.38448,-32.96946,-33.13888,728.5893806,1172.753794
CY017662,-36.54370465,-41.31672638,-20.13514,-28.51264,-33.07171,-33.23473,735.8126092,1178.048945
EPI55643,-37.65700846,-42.72914745,-31.42817,-22.25638,-37.3294,-31.99693,1183.490864,950.9961427
MZ565316,-29.61465115,-37.95911218,-36.3112078,-29.6877776,-38.4710211,-38.5040818,1075.343752,1126.92168
MZ565268,-20.69608874,-23.12156727,-36.480082,-29.6366286,-38.5861646,-38.6036377,754.9950143,685.2453018
MZ564932,-28.30017248,-37.07531067,-36.5035887,-29.6457906,-38.5805682,-38.5709284,1033.057856,1099.126897
MZ565476,-24.81517933,-22.27552307,-36.3315035,-29.7522434,-38.4906694,-38.5106329,901.5727747,662.7467842
MZ565460,-27.96005514,-37.46464312,-36.3303283,-29.7386701,-38.4933823,-38.5210062,1015.797983,1114.148662
EPI376545,-37.16317997,-42.14268108,-19.49651,-27.90639,-32.84309,-32.97825,724.5523099,1176.050094
MZ564772,-23.49099116,-24.78917829,-36.6505717,-29.9595365,-38.5642349,-38.5790296,860.9582558,742.6722918
EPI3558209,-32.48500953,-36.79149386,-36.1119914,-29.5756974,-39.0496489,-39.1354942,1173.098385,1088.134089
OK205699,-20.09796885,-24.43176882,-36.66831,-29.80709,-38.60038,-38.59095,736.9585522,728.2399321
MZ565292,-21.56778308,-24.65924764,-36.8620928,-29.8859226,-38.6452241,-38.8530249,795.0336214,736.9643663
MZ564700,-23.56907796,-25.48278963,-36.6532334,-29.7436919,-38.5372873,-38.5593326,863.8829155,757.9522435
MZ564988,-31.20102245,-37.19993473,-36.310017,-29.6112858,-38.4479756,-38.4828568,1132.909656,1101.537899
MZ564788,-20.67183017,-24.72192618,-36.6526641,-29.8101847,-38.5742068,-38.6009457,757.6776476,736.9651856
EPI255373,-28.01132437,-29.3263785,-31.33504,-22.15314,-37.36034,-32.12462,877.7359696,649.6713686
EPI542812,-41.04579956,-36.81474281,-31.11431,-22.39668,-37.51286,-32.17329,1277.111732,824.528014
EPI255365,-31.22779132,-33.55588357,-31.29761,-22.15501,-37.37175,-32.05692,977.3552339,743.4309361
EPI287349,-31.38053289,-33.81050352,-31.22339,-22.03833,-37.2546,-31.95147,979.8066168,745.127034
CY125985,-33.50488558,-37.82943715,-31.43226,-22.29499,-37.39257,-32.04093,1053.134275,843.406923
EPI173067,-34.50798546,-39.64069921,-31.14692,-22.04408,-37.41987,-32.11252,1074.817462,873.8427446
EF124794,-34.61692977,-39.79391109,-19.76647,-28.21397,-32.4345,-33.41539,684.2545038,1122.744214
EPI1273014,-35.3612673,-40.02402279,-32.43313,-21.68779,-21.05441,-18.32884,1146.876579,868.0326012
EPI219319,-35.46930161,-40.91818479,-30.92481,-21.69565,-37.1243,-31.78757,1096.881413,887.7466158
EPI219315,-35.46930161,-40.91818479,-30.96723,-21.70524,-37.12796,-31.76808,1098.386021,888.1390212
EPI287631,-35.46930161,-40.91818479,-30.96723,-21.70524,-37.12796,-31.76808,1098.386021,888.1390212
CY080371,-35.49489572,-40.90752122,-30.96723,-21.70524,-37.12796,-31.76808,1099.1786,887.9075659
EPI1536779,-35.63382244,-40.19847549,-31.42671,-22.29879,-29.83578,-26.30791,1119.853804,896.3773633
EPI2439872,-35.63382244,-40.19847549,-31.28104,-22.14854,-20.70089,-11.48234,1114.663025,890.3375423
EPI1600724,-35.64901731,-40.28044963,-31.19232,-22.09288,-29.93093,-26.22614,1111.975556,889.91114
CY041949,-35.69062826,-40.71099918,-20.17798,-28.51077,-33.03772,-33.19997,720.1647832,1160.701934
EPI284468,-35.69177654,-40.6559753,-30.93809,-21.83621,-36.96168,-31.70043,1104.235395,887.7724144
EPI190428,-35.7003569,-40.4080862,-31.43893,-22.30177,-37.39521,-32.05309,1122.381022,901.1718446
AB741558,-35.71506476,-40.22356344,-31.6354,-22.51027,-29.89386,-26.44698,1129.86036,905.4432734
EPI1583636,-35.74644649,-40.42390243,-31.02558,-21.78501,-23.9697,-11.34658,1109.054235,880.6351187
EPI1851005,-35.75425986,-38.8998791,-31.62637,-22.53135,-33.82593,-27.19918,1130.777451,876.466791
EPI1353798,-35.79843245,-40.40742846,-32.34691,-21.59736,-29.97794,-26.41127,1157.968673,872.6937791
EPI1161157,-35.80110507,-40.34132163,-31.53897,-22.40046,-33.52536,-29.19772,1129.129979,903.6641615
EPI1273150,-35.85777964,-40.32202719,-31.80626,-22.66714,-30.18876,-26.22158,1140.501862,913.9850354
EPI1647310,-35.86023563,-40.52391502,-31.21543,-22.06895,-29.76943,-26.21726,1119.392675,894.3202544
CY041945,-35.94681681,-40.92036791,-20.17798,-28.51077,-33.03772,-33.19997,725.3341507,1166.671198
CY041953,-35.94681681,-40.92036791,-20.11894,-28.44549,-33.02747,-33.22579,723.2118506,1163.999916
EF200513,-35.99709683,-40.69110471,-21.86368,-28.72883,-33.0491,-33.24397,787.029006,1169.00783
AY575869,-36.00625808,-39.1144927,-21.1344,-29.26949,-33.48019,-33.8472,760.9706608,1144.861253
EPI1273198,-36.00899333,-40.62885742,-31.80626,-22.66714,-30.18876,-26.22158,1145.311404,920.9399992
EPI3182125,-36.02199591,-40.62984009,-32.23144,-21.39679,-30.05103,-26.4473,1161.0408,869.3481561
EF535822,-36.02600231,-40.93434287,-20.17697,-28.44227,-33.01684,-33.2071,726.8955678,1164.265632
EF619982,-36.04416363,-38.67407356,-20.22809,-28.56762,-33.04743,-33.23772,729.1045859,1104.826237
EPI1060739,-36.05341056,-39.72590723,-21.17188,-26.20299,-45.52423,-45.87193,763.318482,1040.93755
DQ643982,-36.05776724,-40.83729074,-31.23127,-22.10734,-37.23036,-32.01061,1126.129864,902.8038711
CY062442,-36.05971309,-38.70676597,-20.20121,-28.56138,-33.03157,-33.15177,728.4498367,1105.518651
EPI1272982,-36.07327999,-40.76458231,-31.56881,-22.42366,-29.97908,-26.40295,1138.790522,914.0911338
EPI125411,-36.07775282,-41.0069813,-30.33554,-20.36945,-33.83829,-30.46139,1094.438114,835.2896552
CY014497,-36.09039685,-41.07174017,-19.93748,-28.38448,-32.96946,-33.13888,719.5515654,1165.799987
CY041930,-36.1279997,-40.96081033,-20.17798,-28.51077,-33.03772,-33.19997,728.9900554,1167.824242
CY098758,-36.13252575,-40.64101613,-32.69864,-36.66418,-32.28637,-38.77896,1181.484452,1490.069531
EPI1309502,-36.13786487,-40.84950199,-31.51756,-22.43903,-37.18738,-31.77758,1138.977324,916.6232006
EPI1331425,-36.13786487,-40.84950199,-31.51671,-22.43836,-37.18285,-31.95004,1138.946607,916.5958315
EPI156788,-36.13951477,-40.86404363,-31.40073,-22.28434,-37.39804,-32.06678,1134.807146,910.628242
EPI1309601,-36.15084956,-40.6740053,-31.17649,-22.12359,-37.1705,-31.88388,1127.0566,899.8550169
EPI166656,-36.22870604,-41.21200814,-31.37088,-22.24464,-37.35439,-32.06578,1136.52639,916.7462848
EPI116136,-36.22870604,-41.21200814,-31.41478,-22.27072,-37.38579,-32.10556,1138.11683,917.8210939
EPI1640416,-36.22912828,-39.33584471,-31.36415,-22.22275,-29.91926,-26.34513,1136.295814,874.150643
EPI1556118,-36.23140411,-40.82326641,-31.58544,-22.61351,-37.29593,-32.04012,1144.384841,923.1573432
EPI1309636,-36.26615353,-40.83462512,-31.58391,-22.59015,-37.30665,-32.04041,1145.426929,922.4603067
EPI2197776,-36.27811583,-39.58039131,-33.58022,-26.84672,-42.43901,-40.79008,1218.227111,1062.603683
EPI2743243,-36.27868913,-39.70132437,-33.43223,-26.88263,-42.42655,-40.7768,1212.877479,1067.276014
EPI156746,-36.28398912,-41.33761068,-31.43813,-22.30085,-37.3994,-32.06573,1140.700767,921.8638551
DQ497725,-36.30287136,-41.77641793,-19.92905,-28.33379,-32.76743,-32.91492,723.4817385,1183.684253
EF535820,-36.31572189,-41.14855307,-20.22809,-28.56762,-33.04743,-33.23772,734.5976908,1175.516228
EF042621,-36.3301983,-41.28470022,-20.22809,-28.56762,-33.04743,-33.23772,734.8905209,1179.405628
EPI156748,-36.35674043,-41.31372813,-31.44089,-22.3034,-37.39304,-32.03597,1143.088277,921.436604
EF042620,-36.36417575,-41.32002931,-20.22809,-28.56762,-33.04743,-33.23772,735.5778198,1180.414896
EF042619,-36.36417575,-41.32002931,-20.2051,-28.53153,-33.05348,-33.19519,734.7418074,1178.923656
EPI127764,-36.36417575,-41.32002931,-31.44089,-22.3034,-37.39304,-32.03597,1143.32205,921.5771417
EPI2776543,-36.36986446,-40.93636687,-31.73988,-22.62404,-33.76228,-30.43865,1154.375134,926.1460015
EF619990,-36.37655963,-41.28579681,-20.22809,-28.56762,-33.04743,-33.23772,735.8283221,1179.436955
AM492165,-36.37655963,-41.28579681,-20.00709,-28.40942,-32.90948,-33.05803,727.7891024,1172.905542
EPI102982,-36.37655963,-41.28579681,-31.41478,-22.27072,-37.38579,-32.10556,1142.761618,919.4644207
EPI101483,-36.37655963,-41.28579681,-31.42231,-22.30413,-37.36889,-32.0608,1143.035533,920.8437792
AF102681,-36.37844377,-41.32782582,-20.27205,-28.39712,-32.5459,-32.65506,737.465631,1173.591229
EPI2436447,-36.38781163,-41.02593261,-32.73592,-36.27473,-32.38478,-39.00948,1191.18849,1488.204628
EPI2419700,-36.38781163,-41.02593261,-32.21626,-21.4473,-29.81799,-26.2903,1172.2792,879.8954845
AB212649,-36.39266015,-41.17983482,-20.0569,-28.48812,-33.00098,-33.18052,729.9239454,1173.136076
EPI127766,-36.39582952,-41.10934393,-31.33245,-22.18988,-37.36466,-32.10234,1140.370509,912.2114087
DQ371930,-36.39756184,-38.59724735,-20.72812,-28.8116,-33.10008,-33.2562,754.4530295,1112.048452
CY017638,-36.41604687,-41.56423644,-20.17443,-28.559,-32.96852,-33.15619,734.6729885,1187.033028
CY014433,-36.43711135,-41.83473554,-19.9157,-28.24458,-32.82836,-33.02399,725.6705785,1181.604535
EF535825,-36.44309211,-41.29991757,-20.17697,-28.44227,-33.01684,-33.2071,735.3111762,1174.663407
EPI171527,-36.44758076,-41.2759301,-31.17988,-22.02078,-37.15609,-31.80714,1136.431194,908.928176
EF535819,-36.48630414,-41.42397965,-20.23588,-28.56284,-33.04799,-33.23762,738.3324722,1183.186503
CY014481,-36.50485106,-41.40524324,-19.94471,-28.37668,-32.96584,-33.13623,728.078668,1174.943338
CY014537,-36.52003504,-41.15337072,-20.10071,-28.51587,-33.06286,-33.23188,734.0786335,1173.52417
EPI309084,-36.52608142,-37.91230729,-35.47745,-29.18178,-38.79362,-38.94937,1295.852227,1106.348611
CY014441,-36.53405963,-41.38601347,-19.87767,-28.2348,-32.95104,-33.06518,726.2119811,1168.525813
EF042614,-36.55364885,-41.45873923,-20.22809,-28.56762,-33.04743,-33.23772,739.4104988,1184.377508
EPI1578905,-36.57625191,-41.35301688,-33.84609168,-16.9273344,-17.13936645,-14.31835888,1237.963175,699.9963452
EPI1848299,-36.59117231,-36.79514238,-21.31023,-26.46135,-45.34228,-45.77139,779.7662979,973.6491408
EPI1184362,-36.5949814,-38.08363965,-20.80431,-25.83806,-45.36424,-45.7275,761.3333375,984.0073663
EPI2540776,-36.61466691,-39.65410932,-33.55164,-26.84635,-42.42448,-40.75278,1228.482123,1064.568098
CY014401,-36.65587845,-41.36331823,-19.77146,-28.12239,-32.9177,-33.09329,724.7402345,1163.235367
CY014384,-36.68510405,-41.52462577,-19.93748,-28.38448,-32.96946,-33.13888,731.4085283,1178.65491
EPI3268579,-36.7134061,-37.00283721,-20.88592,-26.00755,-45.43731,-45.87858,766.7932627,962.3531389
EPI1205178,-36.71506309,-40.247457,-20.62713,-25.76142,-45.30775,-45.66511,757.3263793,1036.831644
EPI174642,-36.72032922,-39.00702064,-31.16367,-22.06918,-37.44759,-32.14233,1144.340222,860.8529598
EPI235009,-36.74846696,-41.70807529,-31.62128,-22.45962,-37.53879,-32.18714,1162.033563,936.7475219
EPI1820983,-36.76813137,-36.96199941,-36.58859872,-30.60763385,-17.60033771,-27.7945794,1345.294404,1131.319344
EPI115476,-36.78355148,-41.26070613,-31.2838,-22.12978,-37.28733,-31.95439,1150.729268,913.0903493
EPI1153441,-36.83220614,-39.71096426,-31.56083,-22.42567,-39.32688,-33.82446,1162.454997,890.5449799
EPI1179657,-36.83675755,-37.21101834,-31.44342,-22.30632,-37.37613,-32.08571,1158.273639,830.0408826
EPI1061340,-36.89245546,-39.11546405,-27.64215,-23.4594,-33.03546,-32.78899,1019.786788,917.6253173
EPI164181,-36.93178753,-39.34861699,-30.86559,-21.66013,-37.08686,-31.29607,1139.921412,852.2961593
EPI1639911,-36.93331888,-40.14426347,-21.52889,-26.47692,-45.93263,-46.27012,795.1333595,1062.896452
EPI2197849,-36.93947239,-40.38054049,-35.65769,-29.70608,-38.57217,-38.72797,1317.176255,1199.547566
EPI1352805,-36.94420818,-37.14373546,-21.00924,-26.09006,-45.43888,-45.87723,776.1697363,969.0822868
EPI1665392,-36.94704879,-37.14707018,-20.82969,-26.62622,-45.58717,-46.01294,769.5955727,989.086063
EPI21090,-36.95319917,-41.80144781,-31.31475,-22.19209,-37.22913,-31.91512,1157.180194,927.6614919
DQ997253,-36.97362778,-41.77890504,-20.17022,-28.54763,-32.98934,-33.17979,745.7662065,1192.688723
DQ997262,-36.97362778,-41.77890504,-20.14675,-28.54653,-33.00297,-33.19782,744.8984355,1192.642766
EPI1060753,-36.98324194,-39.87092514,-20.75004,-25.8685,-45.30938,-45.66597,767.4037496,1031.401027
EPI1377564,-36.99724543,-41.87229017,-31.1924,-22.02444,-37.32999,-32.01792,1154.032878,922.2137425
EPI1665376,-37.04891482,-39.83042577,-20.62074,-28.92702,-45.32634,-45.64603,763.9760398,1152.175523
EPI1006736,-37.06191687,-39.86378551,-32.20652,-17.91013,-45.14759,-45.5032,1193.635367,713.9655808
EPI1161412,-37.10312117,-39.92374135,-20.80674,-25.85232,-45.41952,-45.78308,771.9949954,1032.121337
EPI2260766,-37.12971163,-40.23561364,-34.20598,-23.77308,-38.78393,-34.93641,1270.058173,956.5244619
AY679514,-37.16134767,-38.64973778,-20.35041,-28.55363,-32.97684,-33.18166,756.2486612,1103.590312
CY019408,-37.20247101,-42.39085449,-19.93748,-28.38448,-32.96946,-33.13888,741.7235217,1203.242361
CY019384,-37.20247101,-42.39085449,-20.16924,-28.5486,-32.97068,-33.14087,750.3455664,1210.199548
AF102682,-37.22201244,-40.01608136,-17.64933,-26.91127,-32.57421,-32.70905,656.9435808,1076.88357
EPI1449522,-37.25346312,-38.87775455,-32.68971,-36.66999,-31.57795,-36.91421,1217.804906,1425.646871
EPI3158803,-37.27769318,-38.27973882,-34.12218107,-23.67827917,-40.49317924,-42.17091958,1271.996197,906.3983423
EPI2197865,-37.33652546,-41.25381338,-34.22638,-23.74608,-42.49311,-40.82128,1277.894108,979.6163528
AY747609,-37.35173344,-39.64450435,-20.76945,-28.86446,-33.18027,-33.33718,775.7749601,1144.31721
EPI1883261,-37.36479202,-41.3109108,-24.84443,-23.38787,-34.34788,-33.26131,928.3069598,966.1742114
EPI1394243,-37.42500262,-39.09799783,-20.89968,-26.02198,-45.31367,-45.67255,782.1705788,1017.407318
EPI1995132,-37.44768239,-41.53163263,-34.27283,-27.29734,-40.90425,-42.55028,1283.438052,1133.703097
EPI170730,-37.4968745,-39.77628168,-31.40027,-22.2906,-38.52429,-33.44748,1177.411983,886.6371844
EPI284455,-37.4984625,-39.90700518,-30.9783,-21.82725,-38.34902,-33.27307,1161.638621,871.0601788
EPI1682667,-37.50201538,-38.14695777,-28.567593,-8.859963,-28.253037,-28.955232,1071.342312,337.9806344
EPI284462,-37.51673196,-40.03108176,-30.8668811,-21.74664389,-38.32957118,-33.29490255,1158.024505,870.5416796
EPI1055352,-37.57052983,-40.73711905,-20.49606,-25.47726,-45.16684,-45.54843,770.0478336,1037.870174
EPI1159957,-37.57690102,-40.85308473,-20.77141,-25.79939,-45.30741,-45.67647,780.5252176,1053.984666
EPI1820677,-37.58732825,-38.08680747,-20.63206,-25.78204,-45.31394,-45.67252,775.5040117,981.9555937
EPI1377720,-37.59642596,-38.2919055,-19.76843,-28.15976,-28.95328,-37.81364,743.2223148,1078.290869
EPI1800003,-37.60592301,-39.10989747,-28.24306,-8.6193,-28.93806,-29.15045,1062.10634,337.0999393
EPI1669669,-37.60592301,-39.10989747,-28.24563,-8.621493,-28.93812,-29.150498,1062.202987,337.1857073
EPI1161032,-37.61765525,-39.85905296,-20.78051,-25.84322,-45.30572,-45.66299,781.7140611,1030.086275
EPI254685,-37.62961139,-42.34415951,-31.50645,-22.35724,-39.30919,-33.79582,1185.57547,946.6985368
EPI2305241,-37.63205136,-41.62266721,-34.26021,-23.92514,-42.60635,-40.93095,1289.281982,995.8281402
EPI1009544,-37.63293203,-40.86946652,-21.09732,-26.11233,-45.59763,-45.97577,793.9540096,1067.196997
EPI1133388,-37.63712328,-40.02631053,-20.72335,-25.73516,-45.22292,-45.57896,779.9672787,1030.083506
EPI1072926,-37.63712328,-40.02631053,-20.81228,-25.84955,-45.30454,-45.66194,783.3143481,1034.662115
CY019352,-37.65700846,-42.72914745,-20.17443,-28.559,-32.96852,-33.15619,759.7086812,1220.301722
EPI2042417,-37.69304244,-40.43225023,-35.71825,-29.74937,-38.92624,-39.08361,1346.329513,1202.833972
EPI1369965,-37.7087748,-39.80305601,-21.2933,-26.09592,-45.18486,-45.566,802.9442544,1038.697365
EPI1093278,-37.71307612,-40.94553734,-20.51989,-25.66307,-45.1877,-45.54661,773.8681735,1050.788191
EPI1928144,-37.72310725,-41.05282073,-24.16656,-22.79365,-34.27493,-33.19848,911.6377347,935.7436272
EPI284479,-37.75981687,-40.35166535,-31.15969,-22.10634,-37.45074,-32.18843,1176.584188,892.0276338
EPI2780151,-37.76650227,-41.12751454,-34.2698,-27.2464,-40.46815,-42.1428,1294.250479,1120.576712
EPI2789174,-37.76650227,-41.12751454,-34.30421,-23.76699,-42.15997,-40.4891,1295.550025,977.4772268
EPI2437581,-37.76650227,-41.12751454,-34.19079,-23.67125,-42.17226,-40.50355,1291.266548,973.5396786
EPI2751915,-37.76650227,-41.12751454,-34.30524,-23.76745,-42.1604,-40.48963,1295.588924,977.4961455
EPI2550117,-37.76650227,-41.12751454,-34.15784,-23.8268,-42.15941,-40.48844,1290.022142,979.9370634
EPI2550125,-37.76650227,-41.12751454,-34.15784,-23.8268,-42.15941,-40.48844,1290.022142,979.9370634
EPI2743275,-37.76650227,-41.12751454,-34.32247,-23.94841,-42.16157,-40.49071,1296.239641,984.9385805
EPI2751540,-37.76650227,-41.12751454,-31.58833,-24.1119,-42.32844,-40.64003,1192.980737,991.6625178
EPI1877870,-37.77844557,-41.09419731,-28.37243,-10.336,-29.10322,-29.29256,1071.866302,424.7496234
EPI1061382,-37.78088579,-39.89350856,-20.4108,-25.42926,-44.94728,-45.32781,771.1381037,1014.462401
EPI1821067,-37.78923261,-38.08990951,-20.54552,-25.69274,-45.30904,-45.66648,776.3994344,978.6341417
EPI1973703,-37.78923261,-38.08990951,-20.89968,-26.02198,-45.31367,-45.67255,789.782869,991.1748635
EPI2804262,-37.83392801,-41.30897475,-31.86727,-35.83108,-31.57025,-36.82111,1205.663999,1480.145179
EPI1848678,-37.84473638,-41.16187994,-28.22829,-10.20871,-28.94384,-29.13134,1068.292194,420.2096954
EPI1624802,-37.85382101,-40.27661483,-24.44515,-18.55845,-27.82023,-34.46469,925.3423327,747.4715425
EPI1997993,-37.85837762,-41.65808617,-34.24638,-23.83685,-42.60487,-40.92974,1296.512386,992.9975513
EPI1846025,-37.86086942,-41.26411918,-28.248994,-8.625628,-28.937308,-29.149826,1069.531473,355.9289418
EPI1987364,-37.87473132,-41.21695227,-34.27283,-27.29734,-40.90425,-42.55028,1298.074228,1125.11316
CY099967,-37.87597147,-40.4966478,-31.14051,-22.04581,-37.39827,-32.1058,1179.477068,892.781403
EPI2144190,-37.89557835,-40.77351425,-27.70997,-23.33137,-32.797,-32.7277,1050.085339,951.3019472
CY017688,-37.89877788,-42.9747597,-20.17443,-28.559,-32.96852,-33.15619,764.5862414,1227.316162
EPI3073459,-37.90820413,-41.34962711,-34.60571,-24.09044,-42.71082,-41.03426,1311.840319,996.1307109
EPI2820741,-37.90820413,-41.34962711,-34.48916,-24.11966,-42.60962,-40.93056,1307.422118,997.338947
EPI2950823,-37.92329839,-41.18856711,-28.57609,-27.56501,-42.5103,-40.79644,1083.699588,1135.363264
EPI2263714,-37.9366401,-41.67966514,-34.20598,-23.77308,-38.78393,-34.93641,1297.659953,990.8540137
EPI2197216,-37.93702504,-41.33007459,-34.08921,-26.97027,-40.48403,-42.16075,1293.243213,1114.683271
EPI1916410,-37.94403017,-41.49091808,-24.48277,-29.32537,-28.29944,-29.33886,928.9749635,1216.736524
EPI1352821,-37.94951855,-42.49455157,-20.87885,-26.00198,-45.47108,-45.91233,792.3423054,1104.94248
EF456805,-37.95322918,-40.5023524,-17.99111,-25.09304,-33.04915,-33.21524,682.820721,1016.327149
EPI2632313,-37.95864701,-41.36033505,-24.46742,-23.06323,-34.53209,-33.44409,928.750159,953.9029201
EPI2223264,-37.97491426,-40.10845876,-34.1645,-23.7718,-19.65279,-23.81454,1297.393958,953.45026
EPI2263442,-37.98778501,-41.36517312,-34.11771,-27.00564,-40.50644,-42.18453,1296.056233,1117.092974
EPI1918710,-37.99115183,-41.66455879,-24.16351,-22.79705,-34.28108,-33.20756,917.9995772,949.82903
EPI1921574,-37.99115183,-41.66455879,-28.21605,-10.16216,-28.93734,-29.15741,1071.96024,423.4019128
EPI2152295,-37.99115183,-41.66455879,-28.22829,-10.20871,-28.94384,-29.13134,1072.425251,425.341398
EPI1200990,-37.99176275,-40.50939531,-24.37168,-18.31262,-28.62914,-35.44309,925.9230844,741.8331627
EPI2733474,-37.99359864,-41.41337794,-21.47028,-26.69409,-45.23472,-45.6777,815.733201,1105.492438
CY098730,-38.00138204,-40.98932397,-20.65136,-28.82779,-33.16203,-33.56689,784.780221,1181.631624
EPI1208567,-38.00188469,-41.47547423,-21.23781,-26.21869,-39.98603,-40.42448,807.0768067,1087.432601
EPI2200689,-38.00230232,-41.60862861,-24.18544,-22.83626,-34.29867,-33.22626,919.1024026,950.1854612
EPI1838663,-38.01064364,-42.47061658,-20.99499,-26.14334,-45.33059,-45.79373,798.0330831,1110.323769
EPI1838640,-38.01064364,-42.47061658,-20.99499,-26.14334,-45.33059,-45.79373,798.0330831,1110.323769
EPI2804247,-38.01083346,-41.53668399,-31.86727,-35.83108,-31.57025,-36.82111,1211.301493,1488.304247
EPI2513415,-38.01272815,-41.42029348,-34.27283,-27.29734,-40.90425,-42.55028,1302.80377,1130.663834
EPI2513407,-38.01272815,-41.42029348,-34.27283,-27.29734,-40.90425,-42.55028,1302.80377,1130.663834
EPI1946730,-38.01615137,-41.37124661,-20.9178,-26.01654,-45.44121,-45.88391,795.2142511,1076.336692
EPI2473455,-38.02054865,-41.4503714,-34.10716,-27.08144,-40.48269,-42.15968,1296.772936,1122.535746
EPI2182071,-38.02054865,-41.4503714,-30.4032,-27.85935,-40.28445,-41.78401,1155.946345,1154.780404
EPI2987718,-38.02122648,-41.39789048,-34.59396,-24.17543,-42.76219,-41.08232,1315.304788,1000.811803
EPI1956640,-38.02141681,-41.66306945,-34.35031,-27.39765,-34.77456,-37.17682,1306.047454,1141.470195
EPI1944256,-38.02141681,-41.66306945,-34.38009,-24.04007,-37.19473,-34.79892,1307.179732,1001.583106
EPI2506228,-38.02451488,-41.41274361,-34.3882,-23.84517,-38.91114,-35.11253,1307.594623,987.4939115
